Question,Doc_index
약학대학 학생은 중점/균형교양을 몇 학점 이수하나요?,30.txt
의사소통 과목은 어떤 계열에서도 필수인가요?,30.txt
예술대학의 교양 이수 기준은 어떻게 구성되나요?,30.txt
글로벌미디어대학 학생도 공학교육인증 대상인가요?,30.txt
공공안전학전공은 어떤 교양과목을 들어야 하나요?,30.txt
1학년 필수 과목은 몇 학점인가요?,30.txt
외국어 과목은 중점교양에 속하나요?,30.txt
자연과학대학 학생은 창의융합을 몇 학점 이수하나요?,30.txt
경영대학 학생은 균형교양 몇 학점을 이수하나요?,30.txt
AI기술융합 과목의 학점은 몇 점인가요?,30.txt
자연과학기반영역에서 공학교육 18학점은 어떤 과목인가요?,30.txt
군사학전공 학생은 어떤 교양을 이수하나요?,30.txt
인문사회계열과 공과계열의 교양 이수 기준 차이는?,30.txt
2016학번의 성균인성 학점 이수 기준은 무엇인가요?,31.txt
창의교양 영역에서 요구되는 학점은 몇 학점인가요?,31.txt
국어국문학과 학생이 이수해야 하는 총 학점 수는 얼마인가요?,31.txt
소프트웨어학부 2018학번 학생의 필수 전산과학기초 학점은 몇 학점인가요?,31.txt
전자정보대학 학생들이 창의적 사고 영역을 이수하지 않는 이유는 무엇인가요?,31.txt
약학대학 학생이 성균인성 과목을 이수해야 하는가요?,31.txt
반도체시스템공학부 학생이 이수해야 하는 기초학점 수는 얼마인가요?,31.txt
사회과학대학 정치외교학과 학생의 교양 학점 요구량은 어떻게 되나요?,31.txt
자연과학대학 생명과학부 학생의 총 이수 학점은 얼마인가요?,31.txt
성균인성 영역에서 요구하는 인성 학점은 몇 학점인가요?,31.txt
창의교양 영역 학점 요건은 어떻게 되나요?,31.txt
국어국문학과가 이수해야 하는 총 학점 수는?,31.txt
소프트웨어학부 2019학번 전산과학기초 필수 학점은?,31.txt
전자정보대학 학생들이 창의적 사고 영역을 생략하는 이유는?,31.txt
약학대학 학생이 반드시 이수해야 하는 성균인성 과목은?,31.txt
반도체시스템공학부의 기초학점 요구량은 얼마인가요?,31.txt
정치외교학과의 교양 학점은 몇 학점인가요?,31.txt
생명과학부 학생의 총 학점 요구량은 어떻게 되나요?,31.txt
성균인성 인성 영역 학점 기준은?,31.txt
성균인성 학점은 몇 학점인가요?,31.txt
창의교양 영역 학점은 몇 학점 요구되나요?,31.txt
국어국문학과 총 이수 학점은 얼마인가요?,31.txt
소프트웨어학부 2019학번 전산과학 필수학점은?,31.txt
전자정보대학이 창의적 사고 영역을 면제받는 이유는?,31.txt
약학대학 학생의 성균인성 필수 과목은?,31.txt
반도체시스템공학부 필수 기초학점 수는?,31.txt
정치외교학과 교양 학점 요구는?,31.txt
생명과학부 이수해야 할 총 학점은?,31.txt
성균인성 영역의 인성 학점은 몇 학점?,31.txt
창의교양 필수 학점은 몇 학점인가요?,31.txt
국어국문학과 학생 총 학점은 얼마인가요?,31.txt
소프트웨어학부 전산과학기초 필수학점은?,31.txt
전자정보대학 창의적 사고 영역 면제 사유는?,31.txt
약학대학 성균인성 과목 이수 여부는?,31.txt
반도체시스템공학부 기초학점 수는?,31.txt
정치외교학과 교양 요구량은?,31.txt
생명과학부 학생 총 이수 학점은?,31.txt
성균인성 인성 학점 기준은?,31.txt
성균인성 이수 학점은?,31.txt
창의교양 영역 요구 학점은?,31.txt
국어국문학과 필수 학점은?,31.txt
소프트웨어학부 필수 전산과학 학점은?,31.txt
전자정보대학 창의적 사고 면제 이유는?,31.txt
약학대학 성균인성 과목 필수인가요?,31.txt
반도체시스템공학부 기초학점 요구량은?,31.txt
정치외교학과 교양 학점 수는?,31.txt
생명과학부 총 학점 요구량은?,31.txt
성균인성 영역 인성 학점은?,31.txt
전자전기공학부에서 글로벌융합학부로 전입하는 학생은 어떤 과목을 이수해야 하나요?,32.txt
기초자연과학 영역에서 글로벌융합학부 학생이 이수해야 하는 총 학점은 몇 학점인가요?,32.txt
2014~2015학번 인문대학 학생의 성균인성 학점은 몇 학점인가요?,32.txt
사회과학대학 학생의 교양 학점 요구량은 어떻게 되나요?,32.txt
자연과학대학 학생이 이수해야 하는 총 학점 수는 얼마인가요?,32.txt
약학대학 학생의 교양 학점 이수 요건은 어떻게 되나요?,32.txt
공과대학 학생이 기초 영역에서 이수해야 하는 학점은?,32.txt
편입생이 반드시 이수해야 하는 성균인성 학점은 몇 학점인가요?,32.txt
스포츠과학대학 학생의 성균인성 및 교양 학점 요구량은?,32.txt
글로벌융합학부 기초인문사회과학과 기초자연과학 학점 기준은?,32.txt
전자전기공학부 학생이 글로벌융합학부로 전입 시 필수 이수 과목은?,32.txt
기초자연과학에서 글로벌융합학부 학생이 이수해야 할 학점 수는?,32.txt
2014~2015학번 인문대학 성균인성 학점은?,32.txt
사회과학대학의 교양 학점 요구는?,32.txt
자연과학대학 총 이수 학점은?,32.txt
약학대학 교양 학점 이수 기준은?,32.txt
공과대학 기초 영역 학점 수는?,32.txt
편입생 성균인성 이수 학점은?,32.txt
스포츠과학대학 성균인성 및 교양 학점은?,32.txt
전자전기공학부에서 글로벌융합학부로 전입 시 필요한 과목은?,32.txt
기초자연과학 영역에서 이수해야 하는 글로벌융합학부 학점은?,32.txt
2014~2015학번 인문대학 성균인성 학점 수는?,32.txt
사회과학대학 교양 학점 요구량은?,32.txt
자연과학대학 총 학점 요구량은?,32.txt
약학대학 교양 학점 이수 사항은?,32.txt
공과대학 기초학점은?,32.txt
편입생이 반드시 이수해야 하는 성균인성 학점 수는?,32.txt
"스포츠과학대학 성균인성, 교양 학점 요구량은?",32.txt
글로벌융합학부 기초인문사회학점은?,32.txt
전자전기공학부 글로벌융합학부 전입 시 필수 과목은?,32.txt
기초자연과학에서 글로벌융합학부 학생이 이수해야 하는 학점은?,32.txt
2014~2015학번 인문대학 성균인성 학점은?,32.txt
사회과학대학 교양 학점 기준은?,32.txt
자연과학대학 총 이수 학점은?,32.txt
약학대학 교양 학점 이수 조건은?,32.txt
공과대학 기초 영역 학점 요구는?,32.txt
편입생 성균인성 필수 학점은?,32.txt
"스포츠과학대학 성균인성, 교양 학점은?",32.txt
전자전기공학부에서 글로벌융합학부 전입 시 필요한 과목은?,32.txt
기초자연과학에서 글로벌융합학부 학생 이수 학점은?,32.txt
2014~2015학번 인문대학 성균인성 학점 수는?,32.txt
사회과학대학 교양 학점 요구량은?,32.txt
자연과학대학 총 학점은?,32.txt
약학대학 교양 학점 이수 사항은?,32.txt
공과대학 기초학점은?,32.txt
편입생 성균인성 학점 이수는 필수인가요?,32.txt
스포츠과학대학 성균인성 및 교양 학점은?,32.txt
2013학년도 이전 신입생이 성균논어를 이수한 경우 어떤 영역으로 인정되나요?,33.txt
중점교양 유학사상과가치관 영역을 이수하지 않은 경우 어떤 과목으로 대체해야 하나요?,33.txt
성공리더십 영역 과목을 이수하면 어떤 교양 영역으로 인정되나요?,33.txt
중점교양 리더십 영역을 미이수한 경우 대체 가능한 과목은 무엇인가요?,33.txt
중점교양 유학사상과가치관 영역에서 두 과목 이상 이수한 경우 재수강 제한은?,33.txt
중점교양 리더십 영역 과목 재수강 시 어떤 과목으로 대체 가능한가요?,33.txt
디지털정보문해 영역이 폐지된 이유와 그 후속 조치는 무엇인가요?,33.txt
2011학년도 이전 입학생의 디지털정보문해 학점은 어떻게 처리되나요?,33.txt
디지털정보문해 영역의 일부 과목은 어떤 경우 기초학력으로 인정되나요?,33.txt
중점교양 영역 과목 이수자 중 재수강을 원하는 경우 유의할 점은 무엇인가요?,33.txt
중점교양 유학사상 미이수자는 어떤 과목으로 이수해야 하나요?,33.txt
성공리더십 관련 과목은 어떤 교양 영역으로 대체되나요?,33.txt
리더십 영역 미이수 시 대체 과목은?,33.txt
중점교양 유학사상에서 여러 과목 이수 후 재수강 시 주의할 점은?,33.txt
중점교양 리더십 과목 재수강 가능한 지정 교과목은?,33.txt
디지털정보문해 폐지 이후 학점 인정 방식은?,33.txt
2011년 이전 입학생 디지털정보문해 학점 처리 방식은?,33.txt
디지털정보문해 일부 과목의 기초학력 인정 여부는?,33.txt
재수강 희망 시 동일 지정 교과목에 대한 제한은?,33.txt
성균논어 수강 시 어떤 교양 영역으로 인정되나요?,33.txt
유학사상과가치관 영역을 대체 수강할 수 있는 과목은?,33.txt
리더십 과목을 수강한 경우 해당되는 교양 영역은?,33.txt
중점 리더십 영역을 대체할 수 있는 과목 리스트는?,33.txt
2과목 이상 이수한 경우 재수강 가능한 과목 수는?,33.txt
실천리더십으로 재수강 가능한 조건은?,33.txt
디지털정보문해 영역의 폐지에 따라 대체 학점은?,33.txt
2011년 이전 신입생은 디지털정보문해 학점을 어떻게 활용하나요?,33.txt
기초학력 인정 교과목으로 인정되는 디지털정보문해 과목은?,33.txt
교양 재수강 시 동일 과목 중복 제한 규정은?,33.txt
유학사상과가치관 미이수자에게 허용된 대체 과목은?,33.txt
리더십 영역 과목을 이수한 학생은 어떤 영역으로 인정받나요?,33.txt
리더십 미이수자의 대체 이수 과목은?,33.txt
다수 과목 이수자의 재수강 시 주의사항은?,33.txt
리더십 영역 재수강을 위한 유일한 교과목은?,33.txt
디지털정보문해 폐지 배경 및 대응 방안은?,33.txt
2011년 이전 학생들의 디지털정보문해 영역 이수 처리 방법은?,33.txt
기초학력 인정 여부가 부여된 디지털정보문해 과목은?,33.txt
재수강 가능 교과목이 중복되는 경우 유의할 사항은?,33.txt
2013학년도 이전 신입생 성균논어 인정 영역은?,33.txt
유학사상과가치관 대체 가능 과목은 무엇인가요?,33.txt
리더십 영역 인정 과목은 어떤 것이 있나요?,33.txt
리더십 미이수자 대체 과목 목록은?,33.txt
다과목 이수 후 재수강 제한은 어떤가요?,33.txt
리더십 영역 재수강 시 가능한 과목은?,33.txt
디지털정보문해 영역 학점은 현재 어떻게 인정되나요?,33.txt
2011년 이전 입학생의 디지털정보문해 처리 방식은?,33.txt
기초학력으로 인정되는 디지털정보문해 과목 조건은?,33.txt
재수강 시 지정 과목이 겹칠 경우 제한 사항은?,33.txt
각 대학별(학부별) 이수 학점은 동일한가요?,34.txt
( ) 안의 숫자는 어떤 학번에 해당하는 학점인가요?,34.txt
생명과학 과목을 이수하면 어떤 영역 학점으로 인정되나요?,34.txt
영어 관련 과목 중 중점교양-리더십으로 인정되는 과목은?,34.txt
2013학년도 입학생이 이수해야 할 영어 영역 학점은 몇 학점인가요?,34.txt
유학생실과 기타 영어를 이수하지 않은 학생의 대체 과목은 무엇인가요?,34.txt
2012학번과 2013학번의 이수 학점 차이는 어디에서 발생하나요?,34.txt
건축학과 등 일부 학과는 전공필수 영역 이수를 어떻게 선택하나요?,34.txt
정보관리와 영어 과목 중 인정되는 리더십 과목 예시는?,34.txt
2012학번의 총 교양·기초 이수 학점은 몇 학점인가요?,34.txt
전공필수 영역 중 2개 영역 선택이 가능한 학과는 어디인가요?,34.txt
영어프레젠테이션과리더십 과목의 이수 시 어떤 영역으로 인정되나요?,34.txt
GEDR014 과목은 어떤 교양 영역으로 분류되나요?,34.txt
생명과학 과목을 이수하면 영어 관련 학점으로 인정되는가요?,34.txt
건축학전공의 이수 학점은 다른 공과대학과 동일한가요?,34.txt
약학대학은 교양·기초 과목 이수 시 어떤 기준이 적용되나요?,34.txt
스포츠과학대학 학생의 필수 이수 교양 영역은 어떻게 되나요?,34.txt
의과대학 학생의 중점교양 이수 기준은 무엇인가요?,34.txt
정보통신대학 학생이 이수해야 할 교양 학점은?,34.txt
영어 관련 중점교양 학점은 어떤 과목으로 인정되나요?,34.txt
컴퓨터교육과의 전공필수 영역 선택 기준은?,34.txt
소프트웨어학부 학생의 기초 영역 이수 기준은?,34.txt
전자전기컴퓨터공학부 학생이 따라야 할 교양·기초 이수 규정은?,34.txt
중점교양 리더십 학점 인정 과목 중 실리콘밸리와 리더십의 학점은?,34.txt
GEDC015 과목은 어떤 조건에서 리더십 영역으로 인정되나요?,34.txt
전공필수 영역을 선택적으로 이수할 수 있는 경우는 어떤 학과에 해당하나요?,34.txt
학과별 이수 학점의 합계는 어떻게 구성되어 있나요?,34.txt
이수표에 명시된 '25 12 (15) 37 (40)'은 무슨 의미인가요?,34.txt
2013학번이 영어 영역 학점을 대체할 수 있는 과목은?,34.txt
중점교양 유학생실과 영어 영역은 몇 학점이 필요한가요?,34.txt
중점교양 리더십 영역 과목 목록에 포함되는 영어 관련 과목은?,34.txt
